,position,city,specific_position,company_name,company_size,company_type,salary,education,ability,experience
331,数据分析,上海·奉贤·庄行,运营总监助理,四川宏图风景环保科技有限公司,300-499人,民营,7千-1万,本科, ,1-3年
332,数据分析,上海·长宁·虹桥, , ,1000-9999人,民营,8千-1.2万,本科,SQL,1-3年
333,数据分析,上海·徐汇·徐家汇,Data Support Analyst,高恩船舶维护技术咨询(上海)有限公司,20-99人,外商独资,1万-1.3万,本科, ,1-3年
334,数据分析,上海·浦东·花木,急招销售支持（龙阳路）, ,1000-9999人,民营,6千-1万,大专, ,1-3年
335,数据分析,上海·闵行·虹桥,hr数据分析师, ,10000人以上,上市公司,1.5万-2万,本科, ,5-10年
336,数据分析,上海·杨浦·大桥,（BI)高级/资深数据分析师,国泰财产保险有限责任公司,500-999人,合资,3万-4万·15薪,本科, ,5-10年
337,数据分析,上海·杨浦·五角场,资深孵化专员,上海杨浦科技创业中心（上海复旦科技园创业中心）,100-299人,国企,8千-1万,硕士, ,3-5年
338,数据分析,上海·长宁·虹桥,网络推广（SEM）,上海维情网络科技股份有限公司,20-99人,民营,7千-1.2万,大专, ,经验不限
339,数据分析,上海·长宁·华阳路, ,外企德科人力资源服务安徽有限公司,100-299人,国企,2万-2.5万,本科, ,5-10年
340,数据分析,上海·闵行·虹桥,bi数据分析师, ,10000人以上,上市公司,1.2万-1.5万·14薪,本科, ,1-3年
341,数据分析,上海·青浦·重固,运营成本项目管理专家 (MJ001744), ,10000人以上,上市公司,8千-1.4万,学历不限, ,3-5年
342,数据分析,上海·徐汇·斜土路,Blaze数据分析师,平安普惠融资担保有限公司上海分公司,1000-9999人,外商独资,8千-1.6万·15薪,本科, ,1-3年
343,数据分析,上海·闵行·七宝,海外产销协调岗, ,1000-9999人,民营,8千-1.5万,本科, ,3-5年
344,数据分析,上海·徐汇·斜土路,sfe数据分析经理, ,1000-9999人,上市公司,1.8万-2.5万,本科, ,经验不限
345,数据分析,上海·浦东·洋泾, ,深圳市天软科技开发有限公司,100-299人,民营,6千-1万,本科, ,经验不限
346,数据分析,上海·普陀·长征,电商产品经理,富宏(上海)企业发展有限公司,20-99人,民营,1.2万-2.4万·13薪,本科, ,5-10年
347,数据分析,上海·长宁·虹桥, , ,500-999人,上市公司,8千-1万·15薪,大专, ,1-3年
348,数据分析,上海·嘉定·安亭,自动驾驶效率运营-数据分析方向,北京嘀嘀无限科技发展有限公司,1000-9999人,外商独资,1.5万-2.5万,本科, ,3-5年
349,数据分析,上海·浦东·唐镇,银行正编-数据分析与模型建设,智联猎头,1000-9999人,其它,2.3万-3万,硕士, ,3-5年
